Unnamed: 0,sentimen,tweet,tweet_no_stopwords,stem
839,positif,sandiuno mantaap seharusnya waktu bilang turunkan harga listrik dan tidak impor saat panen diteriakkan dengan kencang akan lebih mantap karena faktor itu lah kebanyakan rakyak kecewa dengan jokowi,sandiuno mantaap bilang turunkan harga listrik tidak impor panen diteriakkan kencang mantap faktor kebanyakan rakyak kecewa jokowi,sandiuno mantaap bilang turun harga listrik tidak impor panen teriak kencang mantap faktor banyak rakyak kecewa jokowi
840,negatif,fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah 2014 pertumbuhan ekonomi juga jadi jargon kampanye anda halah halah semoga lekas ganti pemain deh,fakta pertumbuhan ya berefek ekonomi negeri 2014 pertumbuhan ekonomi jargon kampanye halah halah semoga lekas ganti pemain deh,fakta tumbuh ya efek ekonomi negeri 2014 tumbuh ekonomi jargon kampanye halah halah moga lekas ganti main deh
841,negatif,sebelumnya kan bicara dengan mudahnya janji ekonomi bakal tumbuh diatas 7 eh sekarang lain lagi omongane sehat pak jok,bicara mudahnya janji ekonomi tumbuh diatas 7 eh omongane sehat jok,bicara mudah janji ekonomi tumbuh atas 7 eh omongane sehat jok
842,negatif,seandainya prabowo jadi presiden amit amit dan janjijanjinya ternyata tidak terwujud dan ekonomi makan merosot pasti nyalahin pemerintah sebelumnya yaitu jo sby y,seandainya prabowo presiden amit amit janjijanjinya tidak terwujud ekonomi makan merosot nyalahin pemerintah jo sby y,anda prabowo presiden amit amit janjijanjinya tidak wujud ekonomi makan merosot nyalahin perintah jo sby y
843,positif,sangat jelas sekali kwalitas 02 yang cerdas dan berwawasan luas debat tadi malam 02 menang mutlak yy 02 sangat layak memimpin bangsa ini gaji mereka relakan untuk fakir miskin dan kaum dhuafa,kwalitas 02 cerdas berwawasan luas debat malam 02 menang mutlak yy 02 layak memimpin bangsa gaji relakan fakir miskin kaum dhuafa,kwalitas 02 cerdas wawas luas debat malam 02 menang mutlak yy 02 layak pimpin bangsa gaji rela fakir miskin kaum dhuafa
844,netral,jokowi pertumbuhan ekonomi 5 harus disyukuri jangan kufura nikmat a pictwittercomgpsxlj72vs,jokowi pertumbuhan ekonomi 5 disyukuri kufura nikmat a pictwittercomgpsxlj72vs,jokowi tumbuh ekonomi 5 syukur kufura nikmat a pictwittercomgpsxlj72vs
845,positif,sah 01 satu suara 17 april 2019 jokowiamin harga mati untuk nkri maju,sah 01 suara 17 april 2019 jokowiamin harga mati nkri maju,sah 01 suara 17 april 2019 jokowiamin harga mati nkri maju
846,positif,capres 02 bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tapi salah pemimpin2 terdahulu jadi untuk penggemar 02 jangan salahkan jokowi lagi ya karena bosmu sudah bilang itu bukan salah jokowi prabowosalahkansby,capres 02 bilang didebat ekonomi indonesia salah jokowi salah pemimpin2 penggemar 02 salahkan jokowi ya bosmu bilang salah jokowi prabowosalahkansby,capres 02 bilang debat ekonomi indonesia salah jokowi salah pemimpin2 gemar 02 salah jokowi ya bos bilang salah jokowi prabowosalahkansby
847,negatif,jokowi jika ekonomi kesehatan pendidikan kita baik2 saja kenapa harus ada kartu ini dan itu serius tanya pak,jokowi ekonomi kesehatan pendidikan baik2 kartu serius,jokowi ekonomi sehat didik baik2 kartu serius
848,negatif,kamu bloon juga ya jakarta lebih suram dipimpin jokowi pertumbuhan ekonomi jakarta rendah,bloon ya jakarta suram dipimpin jokowi pertumbuhan ekonomi jakarta rendah,bloon ya jakarta suram pimpin jokowi tumbuh ekonomi jakarta rendah
849,negatif,harga tiket pesawat semakin menggila pak jokowi dan pak budikaryas tolonglah rakyatmu ini,harga tiket pesawat menggila jokowi budikaryas tolonglah rakyatmu,harga tiket pesawat gila jokowi budikaryas tolong rakyat
850,positif,kami rakyat jelatarakyat dari kalangan bwhhanya ingin harga sembako bisa di kuasai pemerintahbukan di kuasai mafiosodan hanya anda yang bisa menguasai nya hargamhn pak trm kasih,rakyat jelatarakyat kalangan bwhhanya harga sembako kuasai pemerintahbukan kuasai mafiosodan menguasai nya hargamhn trm kasih,rakyat jelatarakyat kalang bwhhanya harga sembako kuasa pemerintahbukan kuasa mafiosodan kuasa nya hargamhn trm kasih
851,negatif,kamu dungu ambil sampel satu game saja yang paling populer di indonesia seperti coc tadi tidak ada pemain coc yang menghasilkan uang dari main game paling akunnya dijual yang beli anak smp yang pakai duit bapaknya yang sudah pusing sama bayaran kredit pajak yang nguras gajinya yang kecil,dungu ambil sampel game populer indonesia coc tidak pemain coc menghasilkan uang main game akunnya dijual beli anak smp pakai duit bapaknya pusing bayaran kredit pajak nguras gajinya,dungu ambil sampel game populer indonesia coc tidak main coc hasil uang main game akun jual beli anak smp pakai duit bapak pusing bayar kredit pajak nguras gaji
852,negatif,masa bayar kan presiden tinggal potong pajak ajakan beres,bayar presiden tinggal potong pajak ajakan beres,bayar presiden tinggal potong pajak aja beres
853,positif,terharu baca reply nya betapa dihargai dan diapresiasinya pak jokowi sama orang luar,terharu baca reply nya betapa dihargai diapresiasinya jokowi orang,haru baca reply nya betapa harga apresiasi jokowi orang
854,negatif,jika yang dimaksud prabowo dengan pembangunan ekonomi salah arah adalah sistem ekonominya mudahmudahan prabowo tidak menginginkan sistem ekonomi yang tertutup ya chavez sebagai sebuah cerita mungkin hebat tapi dia membuat venezuela menderita,prabowo pembangunan ekonomi salah arah sistem ekonominya mudahmudahan prabowo tidak sistem ekonomi tertutup ya chavez cerita hebat venezuela menderita,prabowo bangun ekonomi salah arah sistem ekonomi mudahmudahan prabowo tidak sistem ekonomi tutup ya chavez cerita hebat venezuela derita
855,positif,semoga pak jokowi di kabinet baru nya nanti memanggil bapak untuk bertugas membangun ekonomi kita kembali pak orang benar disayang tuhan yTM,semoga jokowi kabinet nya memanggil bertugas membangun ekonomi orang disayang tuhan ytm,moga jokowi kabinet nya panggil tugas bangun ekonomi orang sayang tuhan ytm
856,negatif,tapi bapak sendiri yang bilang dengan optimisme bapak kalau pertumbuhan ekonomi 8 itu bukan hal yang sulit nyatanya bapak gagalekonomi mentok di 5 optimisme itu bukan sekedar jargon pak,bilang optimisme pertumbuhan ekonomi 8 sulit gagalekonomi mentok 5 optimisme sekedar jargon,bilang optimisme tumbuh ekonomi 8 sulit gagalekonomi mentok 5 optimisme dar jargon
857,negatif,om wowo menyebut kesalahan arah ekonomi indonesia tidak semata salah jokowi tetapi juga presidenpresiden sebelumnya hyperlink prabowosalahkansby,om wowo menyebut kesalahan arah ekonomi indonesia tidak salah jokowi presidenpresiden hyperlink prabowosalahkansby,om wowo sebut salah arah ekonomi indonesia tidak salah jokowi presidenpresiden hyperlink prabowosalahkansby
858,netral,harian jogja kecewa demokrat minta prabowo hargai kontribusi sby sourcedlvritutm mediumtwittera a pictwittercomd3s7tqjpsp,harian jogja kecewa demokrat prabowo hargai kontribusi sby sourcedlvritutm mediumtwittera a pictwittercomd3s7tqjpsp,hari jogja kecewa demokrat prabowo harga kontribusi sby sourcedlvritutm mediumtwittera a pictwittercomd3s7tqjpsp
859,netral,sebut ibu mia saat debat ekonomi makro sandiaga disemprot jokowi sourcefacebookutm mediumfpa a,mia debat ekonomi makro sandiaga disemprot jokowi sourcefacebookutm mediumfpa a,mia debat ekonomi makro sandiaga semprot jokowi sourcefacebookutm mediumfpa a
860,netral,namanya juga jaman modern gaji ya ditransfer bukan diambil jika terpilih prabowosandi tak akan ambil gaji,namanya jaman modern gaji ya ditransfer diambil terpilih prabowosandi ambil gaji,nama jaman modern gaji ya transfer ambil pilih prabowosandi ambil gaji
861,positif,basicnya cuma pengusaha hanya mencakup perusahaan kecil makanya si uno mana paham ekonomi makro tentang pengelolaan negara malah di kasih contoh kesusahan ibu2ngakak saya dengernya,basicnya pengusaha mencakup perusahaan si uno paham ekonomi makro pengelolaan negara kasih contoh kesusahan ibu2ngakak dengernya,basicnya usaha cakup usaha si uno paham ekonomi makro kelola negara kasih contoh susah ibu2ngakak dengernya
862,positif,17 april coblos jokowimaruf untuk mengakhiri hambatan perdagangan jokowi mengembalikan tres positif perdagangan antara lain melalui perjanjian kerjasama ekonomi dengan turki jokowimenangtotaldebat perdagangan indonesia meningkat era jokowi 01ndonesiamaju,17 april coblos jokowimaruf hambatan perdagangan jokowi mengembalikan tres positif perdagangan perjanjian kerjasama ekonomi turki jokowimenangtotaldebat perdagangan indonesia meningkat era jokowi 01ndonesiamaju,17 april coblos jokowimaruf hambat dagang jokowi kembali tres positif dagang janji kerjasama ekonomi turki jokowimenangtotaldebat dagang indonesia tingkat era jokowi 01ndonesiamaju
863,netral,pemerataan tersebut kata jokowi juga mampu mendorong perekonomian di daerah ia memberi contoh adanya barang yang diproduksi oleh masyarakat sekitar,pemerataan jokowi mendorong perekonomian daerah contoh barang diproduksi masyarakat,perata jokowi dorong ekonomi daerah contoh barang produksi masyarakat
864,negatif,udalah otak kamu sudah dibodohi oleh perusahaan game mereka yang dapat keuntungan besar bukan indonesia jadi gamers bukan lah sebuah pekerjaan game cuma sekedar hiburan tak ada penghasilan ekonomis dari game hanya presiden bodoh yang bilang game bisa menambah pendapatan negara,udalah otak dibodohi perusahaan game keuntungan indonesia gamers pekerjaan game sekedar hiburan penghasilan ekonomis game presiden bodoh bilang game menambah pendapatan negara,uda otak bodoh usaha game untung indonesia gamers kerja game dar hibur hasil ekonomis game presiden bodoh bilang game tambah dapat negara
865,positif,pancasila harga mati bravo pak presiden jokowi pictwittercomknqylidaec,pancasila harga mati bravo presiden jokowi pictwittercomknqylidaec,pancasila harga mati bravo presiden jokowi pictwittercomknqylidaec
866,netral,kecewa demokrat minta prabowo hargai kontribusi sby sourcedlvritutm mediumtwittera a pictwittercomurqionm6tc,kecewa demokrat prabowo hargai kontribusi sby sourcedlvritutm mediumtwittera a pictwittercomurqionm6tc,kecewa demokrat prabowo harga kontribusi sby sourcedlvritutm mediumtwittera a pictwittercomurqionm6tc
867,negatif,basicnya pengusaha memang belum mampu menangani ekonomi makro makanya jabawan dari si uno begitu2 saja sampai jokowi kesal,basicnya pengusaha menangani ekonomi makro jabawan si uno begitu2 jokowi kesal,basicnya usaha tangan ekonomi makro jabawan si uno begitu2 jokowi kesal
868,netral,ekonomi indonesia merosot kata prabowo bukansalahbapak,ekonomi indonesia merosot prabowo bukansalahbapak,ekonomi indonesia merosot prabowo bukansalahbapak
869,netral,pernyataan penutup jokowimaruf sebut jangan kufur nikmat prabowosandi tak ambil gaji,pernyataan penutup jokowimaruf kufur nikmat prabowosandi ambil gaji,nyata tutup jokowimaruf kufur nikmat prabowosandi ambil gaji
870,netral,ekonomi indonesia sejak dulu sudah amburadul kata prabowo bukansalahbapak pictwittercomaeyctj2quz,ekonomi indonesia amburadul prabowo bukansalahbapak pictwittercomaeyctj2quz,ekonomi indonesia amburadul prabowo bukansalahbapak pictwittercomaeyctj2quz
871,positif,semoga gaji guru madrasah bisa tersejahtrakansemoga prabowosandi jadi presiden dan wakil presiden republik indonesia iniaammiin,semoga gaji guru madrasah tersejahtrakansemoga prabowosandi presiden wakil presiden republik indonesia iniaammiin,moga gaji guru madrasah tersejahtrakansemoga prabowosandi presiden wakil presiden republik indonesia iniaammiin
872,positif,akutuh kasihan ngelihat pak jokowi sudah berumur tapi masih tetap trsnyum disaat orang-orang ngebenci dia diluar dia jadi capres saya tetap ngehargai usaha bapa selama jadi presiden bapa orang yang kuat yang tabah yang sabar akan hinaan2 rakyatnya sendiri kadang suka nangis deh kalau ngeliat bapa,akutuh kasihan ngelihat jokowi berumur trsnyum disaat orang-orang ngebenci diluar capres ngehargai usaha bapa presiden bapa orang kuat tabah sabar hinaan2 rakyatnya kadang suka nangis deh ngeliat bapa,akutuh kasihan ngelihat jokowi umur trsnyum saat orang ngebenci luar capres ngehargai usaha bapa presiden bapa orang kuat tabah sabar hinaan2 rakyat kadang suka nang deh ngeliat bapa
873,negatif,saya mau bertanya kenapa pak prabowo tidak bisa jawab sendiri tentang pentingnya esport bagi perekonomian indonesia,prabowo tidak esport perekonomian indonesia,prabowo tidak esport ekonomi indonesia
874,netral,yang di bahas ekonomi makroekonomi negara sprti bumn pertambangan export import,bahas ekonomi makroekonomi negara sprti bumn pertambangan export import,bahas ekonomi makroekonomi negara sprti bumn tambang export import
875,positif,pembagian kesempatan berbicara pak jokowi maaruf amin ini pas boleh dibilang apa yang disampaikan mereka itu adalah hal sudah dikuasai betul soal ekonomi mikro dan makro birokrasi pemerintahan budaya perempuan perbankan syarih eko syariah dan lain tidak asbun jokowiamin,pembagian kesempatan berbicara jokowi maaruf amin pas dibilang dikuasai ekonomi mikro makro birokrasi pemerintahan budaya perempuan perbankan syarih eko syariah tidak asbun jokowiamin,bagi sempat bicara jokowi maaruf amin pas bilang asai ekonomi mikro makro birokrasi perintah budaya perempuan perban syarih eko syariah tidak asbun jokowiamin
876,netral,baik berupa kawasan industri kecil baik kawasan ekonomi khusus kawasan ekonomi khusus pariwisata dan berefek pada barang kerajinan desa dan juga kami ingin terus memperjuangkan kemandirian ekonomi desa papar jokowi,kawasan industri kawasan ekonomi khusus kawasan ekonomi khusus pariwisata berefek barang kerajinan desa memperjuangkan kemandirian ekonomi desa papar jokowi,kawasan industri kawasan ekonomi khusus kawasan ekonomi khusus pariwisata efek barang rajin desa juang mandiri ekonomi desa papar jokowi
877,positif,makasih ya allah skenario mu begitu agung engkau hadirkan jaman cebong untuk tunjukan para pengkhianat munafik bangsa kini disaat yang tepat engkau beri obat nya prabowo sandi pertama kali dalam sejarah asia tenggara presiden menyedekahkan gaji nya 17april2019peoplepower pictwittercomypk54wbpfh,makasih ya allah skenario mu agung engkau hadirkan jaman cebong tunjukan pengkhianat munafik bangsa disaat engkau obat nya prabowo sandi kali sejarah asia tenggara presiden menyedekahkan gaji nya 17april2019peoplepower pictwittercomypk54wbpfh,makasih ya allah skenario mu agung engkau hadir jaman cebong tunjuk khianat munafik bangsa saat engkau obat nya prabowo sandi kali sejarah asia tenggara presiden sedekah gaji nya 17april2019peoplepower pictwittercomypk54wbpfh
878,netral,new post pengamat tanggapi positif pertumbuhan ekonomi era jokowi meski tak capai target a,new post pengamat tanggapi positif pertumbuhan ekonomi era jokowi capai target a,new post amat tanggap positif tumbuh ekonomi era jokowi capai target a
879,negatif,prabowo lupa kalau ekonomi indonesia hancur karena suharto menjajah indonesia 32 th sehingga dilengser kan oleh rakyat dan prabowo adalah menantu suharto saat itu,prabowo lupa ekonomi indonesia hancur suharto menjajah indonesia 32 th dilengser rakyat prabowo menantu suharto,prabowo lupa ekonomi indonesia hancur suharto jajah indonesia 32 th lengser rakyat prabowo menantu suharto
880,positif,saya setuju sama pak prabowo bahwa kerusakan ekonomi indonesia ini karena presiden2 sebelumnya termasuk sby agusyudhoyono,setuju prabowo kerusakan ekonomi indonesia presiden2 sby agusyudhoyono,tuju prabowo rusa ekonomi indonesia presiden2 sby agusyudhoyono
881,positif,kata prabowo sby ikut bikin ekonomi indonesia salah arah begitu ya paham saya,prabowo sby bikin ekonomi indonesia salah arah ya paham,prabowo sby bikin ekonomi indonesia salah arah ya paham
882,negatif,kamu dengar perdebatan seorang presiden ri tadi malam tidak dia menyebut mobile legend game tersebut perlu upgrade level tidak kamu tahu tujuan debat untuk bahas persoalan bangsa ini soal ekonomi itu terkait uang harus ada nilai ekonomis bagi negara bukan untuk pembuat aplikasi game,dengar perdebatan presiden ri malam tidak menyebut mobile legend game upgrade level tidak tujuan debat bahas bangsa ekonomi terkait uang nilai ekonomis negara pembuat aplikasi game,dengar debat presiden ri malam tidak sebut mobile legend game upgrade level tidak tuju debat bahas bangsa ekonomi kait uang nilai ekonomis negara buat aplikasi game
883,netral,prabowosandi ingin bumn jadi penyangga ekonomi rakyat debatkelima debatterakhircapres2019 a pictwittercomkf8mcwh47t,prabowosandi bumn penyangga ekonomi rakyat debatkelima debatterakhircapres2019 a pictwittercomkf8mcwh47t,prabowosandi bumn sangga ekonomi rakyat debatkelima debatterakhircapres2019 a pictwittercomkf8mcwh47t
